"clustid" "x1" "x2" "x3" "inclusion" "g"
"811" 1111 0 0 0 TRUE "b"
"851" 1130 488.609893462728 24.9600002288818 10 TRUE NA
"852" 1130 634.24554758475 28.7610104531543 12 TRUE NA
"853" 1130 141.724047394965 13.549999833107 8 TRUE NA
"854" 1130 0 8.30000019073486 1 TRUE NA
"892" 1162 0 29.9666665395101 3 TRUE NA
"893" 1162 529.659379906305 30.9250003496806 12 TRUE NA
"894" 1162 172.47202970484 23.9444442325168 9 TRUE NA
"895" 1162 127.623236010715 29.8636360168457 11 TRUE NA
"909" 1238 0 45.1599324429966 7 TRUE "a"
"971" 1261 253.904949281159 29.1489057375724 4 TRUE "b"
"972" 1261 508.994441641667 32.1565946003964 8 TRUE "b"
"973" 1261 445.126021715794 30.9029747651666 6 TRUE "b"
"974" 1261 418.640880759085 29.1757290581439 6 TRUE "b"
"1022" 1292 341.385930074305 28.5000002384186 8 TRUE "b"
"1023" 1292 162.681934757573 30.375 8 TRUE "b"
"1033" 1313 764.05437670355 33.5076920435979 13 TRUE NA
"1034" 1313 1275.96100562568 31.8295615685181 21 TRUE NA
"1035" 1313 17.5356456896686 6.5 2 TRUE NA
"1036" 1313 473.850189139916 29.5487034918705 7 TRUE NA
"1055" 1341 122.930287098989 30.2760505856318 9 TRUE "a"
"1056" 1341 350.644604636034 26.5117672839887 11 TRUE "a"
"1057" 1341 509.05728987397 23.3333331743876 12 TRUE "a"
"1058" 1341 303.616145425615 26.8400684230631 7 TRUE "a"
"1098" 1358 225.49192083813 25.7000003814697 5 TRUE NA
"1099" 1358 286.803507448444 21.8285713195801 7 TRUE NA
"1100" 1358 348.54727290089 27.8000000544957 7 TRUE NA
"1135" 1373 0 0 0 TRUE "a"
"1136" 1373 62.6263957855076 25.5714284351894 7 TRUE "a"
"1148" 1386 0 35.4999995231628 8 TRUE NA
"1149" 1386 0 33.4400005340576 5 TRUE NA
"1150" 1386 56.8728151170444 35.5980004279278 3 TRUE NA
"1167" 1403 65.6540980396618 24.5797662056243 4 TRUE NA
"1173" 1411 882.514188927264 27.7853237191039 19 TRUE "b"
"1209" 1488 526.423419923633 32.6727277582342 11 TRUE "b"
"1210" 1488 186.162588435605 25.2743948511233 7 TRUE "b"
"1211" 1488 0 25.2600828450757 4 TRUE "b"
"1212" 1488 62.0463694324249 35.5999984741211 1 TRUE "b"
"1218" 1492 124.295192894761 33.6111111111111 9 TRUE NA
"1219" 1492 0 24.5969570486708 3 TRUE NA
"1220" 1492 350.681611270146 26.0464932145532 6 TRUE NA
"1221" 1492 458.08315222303 26.5799998283386 11 TRUE NA
"1244" 1502 437.201952127566 18.2285712787083 14 TRUE "a"
"1245" 1502 313.474995325384 20.0222225189209 9 TRUE "a"
"1246" 1502 253.295966587482 19.3714286259242 7 TRUE "a"
"1299" 1538 43.8558721630798 29.5 1 TRUE "a"
"1300" 1538 325.101348132631 25.7666848714794 7 TRUE "a"
"1301" 1538 91.8853256662358 28.8200002670288 10 TRUE "a"
"1302" 1538 125.225818248061 35.0399997711182 10 TRUE "a"
"1303" 1539 0 24.7154427405206 8 TRUE "a"
"1416" 1628 561.561310443014 20.732840553698 12 TRUE "b"
"1417" 1632 0 33.9425372844543 11 TRUE "a"
"1418" 1632 0 0 0 TRUE "a"
"1475" 1677 0 0 0 TRUE NA
"1476" 1677 1017.77691638763 22.9956899848024 21 TRUE NA
"1477" 1677 1262.83484641732 34.1907117135543 20 TRUE NA
"1497" 1746 47.4807811729693 27.2252545127073 10 TRUE NA
"1498" 1746 0 34.4128348443172 3 TRUE NA
"1499" 1746 16.0149218831189 36.6890018937249 12 TRUE NA
"1500" 1746 43.0103884711316 23.7750000953674 8 TRUE NA
"1606" 1795 77.1626861710163 16.4669070353788 4 TRUE "a"
"1607" 1795 355.830222432347 26.9888888465034 9 TRUE "a"
"1608" 1795 393.36374642638 26.7000001271566 9 TRUE "a"
"1637" 1808 0 8.72499990463257 4 TRUE "b"
"1638" 1808 0 0 0 TRUE "b"
"1671" 1853 292.512745927057 37.707142829895 14 TRUE NA
"1672" 1853 0 21.1666666666667 9 TRUE NA
"1673" 1853 0 31.912499666214 8 TRUE NA
"1674" 1853 0 41.1067212139268 7 TRUE NA
"1688" 1859 110.979957889438 9.20000004768372 6 TRUE "a"
"1689" 1859 103.435467025684 7.64285721097674 7 TRUE "a"
"1690" 1859 0 17.2000007629395 1 TRUE "a"
"1716" 1868 153.490303350333 15.0473286593971 7 TRUE "b"
"1717" 1868 502.843170768668 21.0390199588798 12 TRUE "b"
"1718" 1868 643.551998634719 38.0200000762939 10 TRUE "b"
"1719" 1868 98.5319682316476 28.1 5 TRUE "b"
"1723" 1870 259.874002002881 25.9375 8 TRUE "b"
"1724" 1870 188.96813930618 36.3749990463257 4 TRUE "b"
"1725" 1870 843.644195541981 35.7665832383794 13 TRUE "b"
"1726" 1870 1317.53690434413 34.5279154709638 17 TRUE "b"
"1735" 1873 0 0 0 TRUE "b"
"1736" 1873 0 0 0 TRUE "b"
"1737" 1873 0 0 0 TRUE "b"
"1738" 1873 0 0 0 TRUE "b"
"1783" 1908 127.713499000842 23.6666666666667 3 TRUE "b"
"1784" 1908 197.450155811753 29.2249999046326 4 TRUE "b"
"1785" 1908 65.5505162813379 30.1000003814697 1 TRUE "b"
"1786" 1908 536.152789732192 23.9166669845581 12 TRUE "b"
"1830" 2005 0 22.9250001907349 12 TRUE "a"
"1831" 2005 0 26.9857142312186 7 TRUE "a"
"1832" 2005 0 10.0500001907349 4 TRUE "a"
"1897" 2041 0 25.4377646577572 5 TRUE "a"
"1898" 2043 0 15.1182581824596 2 TRUE "a"
"1907" 2047 0 27.0571428026472 7 TRUE "a"
"1908" 2047 0 25.5714287076678 7 TRUE "a"
"1909" 2047 0 16.2749998569489 8 TRUE "a"
"1930" 2063 13.0141333464123 6.85000014305115 2 TRUE "a"
"1931" 2063 101.768563022888 7.94444449742635 9 TRUE "a"
"1932" 2063 0 9.38333328564962 6 TRUE "a"
"2037" 2136 0 16.9356373034183 6 TRUE NA
"2038" 2136 0 16.1750001907349 4 TRUE NA
"2039" 2136 0 12.3000001907349 2 TRUE NA
"2060" 2147 397.262785998273 16.3378774095554 11 TRUE "a"
"2084" 2169 620.123921535659 36.7170907732846 8 TRUE "b"
"2085" 2169 30.7270890468833 9.53333314259847 3 TRUE "b"
"2086" 2169 0 0 1 TRUE "b"
"2087" 2169 475.53111039874 29.2399997711182 10 TRUE "b"
"2097" 2180 0 0 0 TRUE NA
"2098" 2180 75.1747409170621 16.9951789574408 11 TRUE NA
"2099" 2180 0 0 0 TRUE NA
"2100" 2180 0 5.03333314259847 3 TRUE NA
"2133" 2265 0 35.830593891628 7 TRUE NA
"2134" 2265 68.1955621796806 30.7995111571658 8 TRUE NA
"2135" 2265 444.79509038802 37.2983264908329 9 TRUE NA
"2136" 2265 0 38.8600006103516 5 TRUE NA
"2154" 2273 0 0 1 TRUE NA
"2155" 2273 285.228602728361 29.2519783914726 8 TRUE NA
"2156" 2273 485.751274489491 29.2568210931322 13 TRUE NA
"2157" 2273 107.596079937758 27.0500000544957 14 TRUE NA
"2223" 2319 24.8939581567465 10.8608484307941 2 TRUE NA
"2224" 2319 105.441030150378 13.9750001430511 4 TRUE NA
"2225" 2319 414.397673680371 28.4666667514377 9 TRUE NA
"2233" 2330 341.615385803788 26.0418943633878 17 TRUE NA
"2257" 2346 547.236816518283 24.625 12 TRUE NA
"2258" 2346 66.6162568248715 9.68333347638448 6 TRUE NA
"2259" 2346 22.5605692622991 9.19999996821086 3 TRUE NA
"2260" 2346 9.68828492644661 10.4500000476837 2 TRUE NA
"2315" 2388 9.77810421315326 7.20000004768372 2 TRUE "b"
"2316" 2388 141.513250084035 28.6323716987235 6 TRUE "b"
"2317" 2388 322.462201379612 31.41428565979 7 TRUE "b"
"2318" 2388 494.557190548396 31.5777780744765 9 TRUE "b"
"2328" 2392 343.984863119962 26.3000000119209 8 TRUE "a"
"2329" 2392 819.515657186388 30.9624998569489 16 TRUE "a"
"2330" 2392 526.973737267574 28.6909091255882 11 TRUE "a"
"2331" 2392 781.037248864975 34.547022854504 12 TRUE "a"
"2339" 2402 90.6927100339872 20.0111111534966 9 TRUE "b"
"2340" 2402 0 23.6999998092651 8 TRUE "b"
"2341" 2402 0 17.0800338385626 15 TRUE "b"
"2342" 2403 371.662465670535 23.439999961853 10 TRUE "b"
"2343" 2403 0 23.6999999455043 7 TRUE "b"
"2344" 2403 198.721750232837 37.9663658942133 4 TRUE "b"
"2345" 2403 645.143396385124 26.5096226760398 11 TRUE "b"
"2353" 2412 0 0 0 TRUE "a"
"2354" 2412 0 8.05000019073486 2 TRUE "a"
"2355" 2412 0 0 0 TRUE "a"
"2356" 2412 0 0 0 TRUE "a"
"2360" 2414 0 10.2999997138977 2 TRUE NA
"2361" 2414 0 10.2666670481364 3 TRUE NA
"2362" 2414 617.086212828913 23.5642859595163 14 TRUE NA
"2363" 2417 472.071818130984 20.0371178512275 10 TRUE NA
"2364" 2417 44.8680544744202 23.6000003814697 1 TRUE NA
"2365" 2417 345.541491745803 18.1799997329712 10 TRUE NA
"2366" 2417 398.765555526742 18.0060996069555 10 TRUE NA
"2387" 2430 335.016674404071 20.7583332856496 12 TRUE "b"
"2388" 2430 595.918333302806 34.2607466918628 10 TRUE "b"
"2389" 2430 562.478255360071 33.760000038147 10 TRUE "b"
"2390" 2430 188.031735480864 27.1714286804199 7 TRUE "b"
"2476" 2540 791.35776239572 41.1181817488237 11 TRUE "b"
"2477" 2540 115.488197147735 19.1999998092651 4 TRUE "b"
"2478" 2540 852.642576498969 24.3388888041178 18 TRUE "b"
"2479" 2540 134.57562513034 12.0928052369568 9 TRUE "b"
"2488" 2550 0 29 2 TRUE "a"
"2489" 2550 0 27.805526483976 4 TRUE "a"
"2490" 2550 85.7650072024408 24.6666666666667 6 TRUE "a"
"2491" 2550 242.657673016274 26.5528360960879 4 TRUE "a"
"2502" 2555 43.7672532860416 17.7987487620763 3 TRUE NA
"2503" 2555 47.7129766870462 29.375 4 TRUE NA
"2504" 2555 63.0023475971466 29.2000007629395 1 TRUE NA
"2540" 2574 755.791199196185 30.7857145581927 14 TRUE "b"
"2541" 2574 771.780120990122 32.4258084896842 13 TRUE "b"
"2542" 2574 474.662330075729 15.965943346883 13 TRUE "b"
"2547" 2576 0 10.8000001907349 1 TRUE "a"
"2548" 2576 73.2996788788945 8.27142858505249 7 TRUE "a"
"2549" 2576 0 8.77499985694885 4 TRUE "a"
"2550" 2582 0 28.9866310156783 7 TRUE "a"
"2560" 2592 0 33.4620497028947 13 TRUE NA
"2561" 2592 421.355997037212 23.1770742268507 9 TRUE NA
"2562" 2592 504.090588106897 28.6100002288818 10 TRUE NA
"2563" 2592 695.902417299291 29.4087899242418 12 TRUE NA
"2594" 2638 760.349851195888 17.6452806208896 20 TRUE "a"
"2595" 2638 232.284340728319 23.4600002288818 5 TRUE "a"
"2596" 2638 488.546766173772 25.960000038147 10 TRUE "a"
"2635" 2657 0 30.5111111534966 9 TRUE NA
"2636" 2657 52.4466529995043 24.7500004768372 4 TRUE NA
"2637" 2657 0 19.7400001525879 5 TRUE NA
"2731" 2765 0 19.5400001525879 5 TRUE "b"
"2732" 2765 0 30.6000003814697 1 TRUE "b"
"2733" 2765 0 20.4857143674578 7 TRUE "b"
"2734" 2765 0 32.5774897430004 5 TRUE "b"
"2758" 2783 71.6309719437249 34.4000015258789 1 TRUE "a"
"2759" 2783 561.830265192372 32.3999996185303 14 TRUE "a"
"2760" 2783 593.328485379283 30.4999998807907 16 TRUE "a"
"2761" 2783 967.125284406219 27.442105042307 19 TRUE "a"
"2774" 2788 499.25254269919 25.9150385898219 14 TRUE "a"
"2775" 2788 484.677513304156 26.5090907703746 11 TRUE "a"
"2776" 2788 449.437982668908 27.9521134742478 9 TRUE "a"
"2777" 2788 83.7625429792611 30.0750001271566 12 TRUE "a"
"2786" 2800 499.372498296965 27.7857142175947 14 TRUE NA
"2787" 2800 172.792321752409 22.5142860412598 7 TRUE NA
"2788" 2800 0 8.57500004768372 4 TRUE NA
"2789" 2800 298.133801476738 26.1444447835286 9 TRUE NA
"2808" 2809 0 33.0430584853053 3 TRUE "a"
"2809" 2809 0 8.69999980926514 1 TRUE "a"
"2810" 2809 62.6643289449589 30.9714287349156 7 TRUE "a"
"2811" 2809 427.134719005023 22.1445471760565 21 TRUE "a"
"2851" 2838 751.640686214085 28.9285715648106 14 TRUE NA
"2852" 2838 568.452502370179 31.8776878667933 4 TRUE NA
"2907" 2882 388.253773119598 22.0777778625488 9 TRUE NA
"2908" 2882 0 24.6207928478114 8 TRUE NA
"2939" 2895 545.490611435909 29.0900001525879 10 TRUE NA
"2940" 2895 991.913375999144 32.527228930899 15 TRUE NA
"2941" 2895 568.270794712471 28.1750000317891 12 TRUE NA
"2942" 2895 486.907958369543 31.2249997456868 12 TRUE NA
"2985" 2927 0 23.0201012060646 5 TRUE "b"
"2986" 2927 127.958585869964 23.0489853804009 5 TRUE "b"
"2994" 2932 580.975594398624 32.8800001144409 10 TRUE NA
"2997" 2938 385.404954353517 26.9333337148031 9 TRUE NA
"2998" 2938 0 22.2646838701846 9 TRUE NA
"3007" 2952 0 0 0 TRUE NA
"3008" 2952 106.563664008807 8.90000017484029 6 TRUE NA
"3009" 2952 0 0 0 TRUE NA
"3028" 3017 0 0 1 TRUE NA
"3029" 3017 0 0 0 TRUE NA
"3030" 3017 0 27.5 2 TRUE NA
"3031" 3017 0 33.5999984741211 1 TRUE NA
"3056" 3032 106.44175846719 28.7999992370605 1 TRUE NA
"3057" 3032 0 32.8857145309448 14 TRUE NA
"3058" 3032 363.911751095916 31.410000038147 10 TRUE NA
"3059" 3033 850.577877787901 29.1818281179539 14 TRUE "b"
"3060" 3033 1000.21162243824 31.530781679488 13 TRUE "b"
"3068" 3036 803.629923436853 35.4615384615385 13 TRUE NA
"3069" 3036 665.256528584805 36.118181402033 11 TRUE NA
"3070" 3036 507.34449967195 35.9000000953674 8 TRUE NA
"3071" 3036 563.261440394973 36.0888885392083 9 TRUE NA
"3072" 3037 483.797092392066 29.6000001695421 9 TRUE NA
"3073" 3037 309.346337879014 31.8588262602273 6 TRUE NA
"3074" 3037 583.822145197729 28.3787066917889 9 TRUE NA
"3075" 3037 118.15623356921 28.842103572436 3 TRUE NA
"3080" 3039 503.575476320755 30.7888885074192 9 TRUE "a"
"3081" 3039 89.0346663712103 25.1333331002129 9 TRUE "a"
"3082" 3039 354.445170619723 26.3600001335144 10 TRUE "a"
"3083" 3039 548.266666544055 30.3500001907349 10 TRUE "a"
"3142" 3076 215.813067631578 19.549999833107 8 TRUE NA
"3143" 3076 179.790834165224 29.7500004768372 4 TRUE NA
"3144" 3076 0 23.5729368097077 7 TRUE NA
"3145" 3076 547.691425282745 32.8506136827232 10 TRUE NA
"3180" 3129 0 28.8499997456868 6 TRUE NA
"3181" 3129 0 31.3571427209037 7 TRUE NA
"3182" 3129 0 19.8999996185303 5 TRUE NA
"3183" 3129 0 30.495132998453 10 TRUE NA
"3206" 3144 463.562485578159 38.6285711015974 7 TRUE NA
"3207" 3144 926.450064232445 34.65625 16 TRUE NA
"3208" 3144 446.624463146181 33.1250002384186 8 TRUE NA
"3209" 3144 483.800310847543 41.8798566397909 8 TRUE NA
"3245" 3164 39.0608960885475 17.3000004291534 4 TRUE NA
"3246" 3164 84.058307799769 35.0181972205878 4 TRUE NA
"3247" 3164 61.2038075912938 33.1399993896484 5 TRUE NA
"3248" 3164 47.3224447374378 19.682614544954 2 TRUE NA
"3303" 3195 66.1830518052693 16.8627024564214 3 TRUE NA
"3304" 3195 9.48693508390977 5.30000019073486 1 TRUE NA
"3314" 3206 408.149543426277 28.1333332061768 12 TRUE "b"
"3315" 3206 1310.15617188565 32.82024097762 22 TRUE "b"
"3316" 3206 490.433270329703 31.6333334181044 9 TRUE "b"
"3317" 3206 823.506391161025 28.0999997854233 16 TRUE "b"
"3384" 3305 391.449686755451 27.8699998855591 10 TRUE NA
"3410" 3317 0 33.38874710558 9 TRUE NA
"3411" 3317 524.09050989041 27.2272727272727 11 TRUE NA
"3412" 3317 500.77568492821 31.9333332909478 9 TRUE NA
"3413" 3317 758.401309633791 32.5538457723764 13 TRUE NA
"3508" 3396 374.00863808161 25.6750001907349 8 TRUE "a"
"3509" 3396 688.360779531753 30.6480220575937 15 TRUE "a"
"3510" 3396 427.14080395603 28.9625000953674 8 TRUE "a"
"3524" 3402 526.103329369523 23.4583331743876 12 TRUE NA
"3525" 3402 509.361501823884 28.4090909090909 11 TRUE NA
"3526" 3402 167.156581304017 32 9 TRUE NA
"3527" 3402 508.986815464199 25.5818179737438 11 TRUE NA
"3616" 3533 0 33.0999984741211 1 TRUE "a"
"3617" 3533 0 15.8999996185303 1 TRUE "a"
"3618" 3533 0 22.6057605166946 3 TRUE "a"
"3619" 3534 187.738125090267 25.4492915311089 12 TRUE NA
"3620" 3534 0 31.8714283534459 7 TRUE NA
"3621" 3534 0 14.400000163487 7 TRUE NA
"3622" 3534 53.671188344646 30.6555556191338 18 TRUE NA
"3623" 3535 95.5185030937107 18.9010332312364 5 TRUE NA
"3624" 3535 317.899032409951 22.6058483207031 7 TRUE NA
"3625" 3535 523.751120693541 20.0169541192976 13 TRUE NA
"3626" 3535 0 0 0 TRUE NA
"3674" 3557 122.572051665701 28.8384615091177 13 TRUE NA
"3675" 3557 481.541493204171 36.9055557250977 18 TRUE NA
"3676" 3557 294.488137171975 33.7272729006681 11 TRUE NA
"3677" 3557 385.246207869697 30.3375000953674 16 TRUE NA
"3708" 3572 0 15.7572752207833 3 TRUE NA
"3709" 3572 0 0 0 TRUE NA
"3710" 3572 0 0 0 TRUE NA
"3723" 3577 0 23.3554673421859 11 TRUE "b"
"3724" 3577 163.589514828846 17.6536877753673 6 TRUE "b"
"3725" 3577 62.9864812073918 18.860000038147 5 TRUE "b"
"3726" 3577 816.671970736496 24.867850097834 18 TRUE "b"
"3727" 3578 0 25.2486555327948 3 TRUE NA
"3788" 3647 523.270284926268 31.4272727966309 11 TRUE "a"
"3789" 3647 267.145002972083 28.5727272033691 11 TRUE "a"
"3790" 3647 462.49916457623 25.7368422056499 19 TRUE "a"
"3791" 3647 0 22.9499998092651 4 TRUE "a"
"3856" 3686 0 15.712521393663 3 TRUE "b"
"3857" 3687 65.8509023855125 14.2552793992355 4 TRUE NA
"3866" 3692 178.198288467602 31.6501470025752 3 TRUE NA
"3867" 3692 147.327478986415 20.2500002384186 8 TRUE NA
"3942" 3796 133.511300299797 26.631349207946 5 TRUE NA
"3943" 3796 0 29.5961138376347 2 TRUE NA
"3971" 3815 635.635222846745 30.0106135808853 11 TRUE NA
"3972" 3815 675.127234363091 37.5363637750799 11 TRUE NA
"3973" 3815 475.808630073808 32.4944444232517 18 TRUE NA
"3974" 3815 0 27.8163414457074 10 TRUE NA
"3983" 3820 150.555421523976 24.2164161201202 7 TRUE "a"
"3984" 3820 750.893874790299 30.306666692098 15 TRUE "a"
"4011" 3835 84.8597325200253 10.8405624576498 5 TRUE "a"
"4012" 3835 48.2686071515868 19.6181864216235 6 TRUE "a"
"4013" 3835 259.241135112032 18.5285715375628 7 TRUE "a"
"4014" 3835 0 21.6554765442349 4 TRUE "a"
"4019" 3837 0 26.5666675567627 3 TRUE NA
"4020" 3837 13.8458151414511 6.30000019073486 1 TRUE NA
"4021" 3837 0 0 0 TRUE NA
"4033" 3856 455.525163937932 29.1888889736599 9 TRUE NA
"4034" 3856 292.972343929897 24.9333330790202 6 TRUE NA
"4035" 3856 0 23.1400756733072 4 TRUE NA
"4036" 3856 0 28.4000005722046 6 TRUE NA
"4106" 3908 205.830439950267 25.599999666214 8 TRUE NA
"4107" 3908 205.783270036059 27.1444444656372 9 TRUE NA
"4108" 3908 237.246036791306 27.7499997615814 8 TRUE NA
"4109" 3908 153.094633565441 27.288889143202 9 TRUE NA
"4136" 3925 287.152705644393 26.6389505064825 9 TRUE NA
"4137" 3925 0 10.7875000238419 8 TRUE NA
"4138" 3925 270.464105011 29.985714503697 7 TRUE NA
"4139" 3925 619.210843352594 27.7807197534594 10 TRUE NA
"4188" 3960 0 0 0 TRUE "b"
"4189" 3960 0 25.1186911789127 2 TRUE "b"
"4190" 3960 0 19.2799993515015 5 TRUE "b"
"4386" 4149 0 16.733333269755 9 TRUE "b"
"4391" 4151 108.177604950747 21.7142857142857 7 TRUE "a"
"4392" 4151 44.88943793163 26.3285715920585 7 TRUE "a"
"4393" 4151 171.316509287404 23.5663982973908 5 TRUE "a"
"4394" 4151 63.7594681885039 32.9999998092651 10 TRUE "a"
"4417" 4163 760.763543022759 33.0461541689359 13 TRUE "b"
"4418" 4163 1116.29178408829 35.2555552588569 18 TRUE "b"
"4419" 4163 0 17.9857142312186 7 TRUE "b"
"4420" 4163 0 22.7714285169329 7 TRUE "b"
"4437" 4173 518.714516233348 24.4272727099332 11 TRUE "b"
"4438" 4173 0 15.3117708700763 9 TRUE "b"
"4439" 4173 783.655680011379 21.875093852624 17 TRUE "b"
"4440" 4173 764.278435966947 25.15625 16 TRUE "b"
"4457" 4185 64.1038744917059 32.9249997138977 8 TRUE "a"
"4458" 4185 798.943696281003 25.3374999761581 16 TRUE "a"
"4459" 4185 0 22.5487574904809 9 TRUE "a"
"4460" 4185 0 0 0 TRUE "a"
"4515" 4285 336.589579534068 27.0983841886055 7 TRUE NA
"4516" 4285 0 21.4089449613988 9 TRUE NA
"4523" 4290 318.344023023176 37.2202957544986 4 TRUE NA
"4524" 4290 663.93390905078 28.1785714285714 14 TRUE NA
"4525" 4290 591.86139266437 27.1916666030884 12 TRUE NA
"4590" 4319 0 27.9285714285714 7 TRUE NA
"4657" 4380 0 26.7524124896475 6 TRUE "b"
"4658" 4380 0 18.597492605604 6 TRUE "b"
"4659" 4380 0 29.0999994277954 2 TRUE "b"
"4688" 4397 59.6124702604766 32.9333337148031 6 TRUE NA
"4689" 4397 127.218117156343 9.44285706111363 7 TRUE NA
"4690" 4397 0 26.3624999523163 8 TRUE NA
"4719" 4410 1490.37545317378 38.8593321762586 16 TRUE NA
"4720" 4410 0 0 0 TRUE NA
"4721" 4410 336.400693200701 24.8874998092651 8 TRUE NA
"4758" 4432 0 18.7999992370605 1 TRUE NA
"4831" 4537 423.244548737655 25.5999999576145 9 TRUE NA
"4832" 4537 29.6685957573804 15.8412609209263 12 TRUE NA
"4833" 4537 427.025096686057 30.0845572562537 7 TRUE NA
"4844" 4542 0 12.6999998092651 1 TRUE "b"
"4845" 4542 641.11774394719 26.0785714558193 14 TRUE "b"
"4861" 4549 130.44433191947 21.3699999809265 10 TRUE "b"
"4862" 4549 20.6190604033894 14.375 4 TRUE "b"
"4863" 4549 0 28.25 2 TRUE "b"
"4864" 4549 46.4785157822121 24.7909092903137 11 TRUE "b"
"4865" 4550 0 22.7139157962331 6 TRUE "b"
"4866" 4550 0 20.2999992370605 1 TRUE "b"
"4867" 4551 233.514284236884 36.3999999364217 12 TRUE "b"
"4868" 4551 0 32.2348698610425 15 TRUE "b"
"4869" 4551 242.507393630657 26.040000406901 15 TRUE "b"
"4870" 4551 864.001980802798 31.070739666666 15 TRUE "b"
"4876" 4558 63.4582395110356 16.5599998474121 5 TRUE NA
"4877" 4558 334.164902037713 24.6571426391602 7 TRUE NA
"4878" 4558 0 23.3500000635783 6 TRUE NA
"4879" 4558 199.387846666826 19.3857143947056 7 TRUE NA
"4895" 4572 51.6947252992693 27.75 8 TRUE "b"
"4896" 4572 0 15.4636051792469 5 TRUE "b"
"4897" 4572 66.2182499926744 20.3000001907349 3 TRUE "b"
"4904" 4578 438.903156021433 27.5540488005468 8 TRUE "b"
"4912" 4586 34.4011126728586 9.33333333333333 3 TRUE "a"
"4913" 4586 0 21.7857145581927 7 TRUE "a"
"4914" 4586 0 14.6000003814697 1 TRUE "a"
"4915" 4586 30.0903464397915 12.3546459180492 5 TRUE "a"
"4926" 4606 54.8852500696739 29.964143811193 5 TRUE NA
"5030" 4683 121.648244425067 9.18571431296212 7 TRUE NA
"5031" 4683 24.1317375527525 5.95000004768372 2 TRUE NA
"5032" 4683 370.032962273731 14.6384615531335 13 TRUE NA
"5118" 4797 116.850752722046 26.386376261148 5 TRUE "b"
"5119" 4797 476.568310103323 28.6888889736599 9 TRUE "b"
"5120" 4797 378.290718249847 24.8999998569489 8 TRUE "b"
"5121" 4797 176.897809735433 33.389102503957 6 TRUE "b"
"5122" 4798 0 0 0 TRUE "b"
"5123" 4798 47.9444997076303 33.0571428026472 7 TRUE "b"
"5124" 4798 40.3621424729604 22.7749996185303 4 TRUE "b"
