"clustid" "x1" "x2" "x3" "inclusion" "g"
"143" 453 0 0 0 TRUE NA
"144" 453 0 0 1 TRUE NA
"145" 453 0 16.9999997615814 4 TRUE NA
"146" 454 542.519365694928 30.5727273767645 11 TRUE NA
"147" 454 0 0 0 TRUE NA
"148" 454 0 0 0 TRUE NA
"149" 454 0 35.1333325703939 3 TRUE NA
"150" 455 627.908050116606 34.5583762380548 10 TRUE NA
"151" 456 358.413673316571 30.749803943961 10 TRUE "b"
"152" 456 339.610970604409 28.6890004297542 21 TRUE "b"
"153" 456 540.94579872846 25.6532283125183 10 TRUE "b"
"154" 456 70.4721792006217 26.3600003242493 5 TRUE "b"
"155" 457 520.960043654532 32.9111107720269 9 TRUE "b"
"156" 457 690.748709294036 35.2941176470588 17 TRUE "b"
"157" 457 224.456236856372 30.0297968189946 8 TRUE "b"
"158" 481 0 0 0 TRUE "a"
"159" 487 0 21.4375 8 TRUE "a"
"160" 488 0 19.8943075908993 12 TRUE "b"
"161" 488 0 30.9833335876465 12 TRUE "b"
"162" 488 0 34.8909091949463 11 TRUE "b"
"163" 488 0 40.5444446139865 9 TRUE "b"
"164" 490 0 33.0504967488686 7 TRUE "a"
"165" 491 315.695429139633 23.5564416993406 6 TRUE "b"
"166" 491 0 22.2203177513278 4 TRUE "b"
"167" 491 0 0 0 TRUE "b"
"168" 492 94.4384154024517 15.1333332061768 6 TRUE "b"
"169" 492 200.608266544344 12.5499999523163 8 TRUE "b"
"170" 495 99.0342051782832 25.6142858777727 7 TRUE "a"
"171" 497 0 0 1 TRUE "b"
"172" 499 5.5576990574184 23.5384614467621 13 TRUE "b"
"173" 499 0 27.7363634976474 11 TRUE "b"
"174" 499 101.790431621359 27.8857141222273 7 TRUE "b"
"175" 499 124.825814710317 34.3461536994347 13 TRUE "b"
"176" 501 371.749768588273 21.7111112806532 9 TRUE "b"
"177" 501 158.852907578598 12.4749999046326 8 TRUE "b"
"178" 501 377.276960725363 21.9222223493788 9 TRUE "b"
"179" 501 398.716092939516 20.6899997711182 10 TRUE "b"
"180" 503 371.097726050376 19.8499998092651 10 TRUE "a"
"185" 506 275.996172700251 15.2111112806532 9 TRUE NA
"186" 508 0 29.3895271604595 9 TRUE NA
"187" 508 0 16.7400001525879 5 TRUE NA
"188" 509 654.865327076556 30.2923079270583 13 TRUE NA
"189" 509 0 31.8799997329712 10 TRUE NA
"190" 509 0 30.5835905931809 8 TRUE NA
"191" 510 0 26.3624997138977 9 TRUE NA
"192" 510 268.919077647079 31.3266599843145 17 TRUE NA
"193" 510 0 16.7114919825164 7 TRUE NA
"194" 510 0 22.7999997138977 2 TRUE NA
"195" 511 0 20.5323340241682 14 TRUE NA
"196" 511 56.1808187273414 30.2571430206299 7 TRUE NA
"197" 512 306.266442682005 17.5000002119276 9 TRUE NA
"198" 512 748.841143780612 26.4533331553141 15 TRUE NA
"199" 512 0 17.8883047937813 7 TRUE NA
"200" 513 51.6186377501208 26.2578160375645 7 TRUE "b"
"201" 513 180.388201907923 30.5937388176416 11 TRUE "b"
"202" 514 0 32.5249996185303 8 TRUE NA
"204" 517 951.636239199369 27.798036578931 15 TRUE NA
"205" 518 0 39.4960599701164 10 TRUE NA
"206" 518 469.812431651059 34.8565912729545 11 TRUE NA
"207" 518 130.468451995277 14.2204273903391 5 TRUE NA
"208" 518 0 22.1080881242081 9 TRUE NA
"209" 522 237.327015729887 22.3083333174388 12 TRUE "b"
"210" 522 217.59722984088 29.2222224341498 9 TRUE "b"
"211" 522 43.3532054641405 32.0142852238246 7 TRUE "b"
"212" 522 296.614253871378 33.6197736669739 9 TRUE "b"
"213" 523 879.685826443543 26.4708192773718 16 TRUE NA
"214" 523 56.0039815843993 33.4200000762939 5 TRUE NA
"215" 523 329.072917105997 23.8039299241192 8 TRUE NA
"216" 523 131.693967564541 29.2285402195454 2 TRUE NA
"221" 525 0 37.9997750939305 15 TRUE NA
"222" 525 0 36.492786269951 7 TRUE NA
"223" 526 0 23.980495905344 11 TRUE NA
"226" 528 0 25.4445762220395 11 TRUE "a"
"227" 528 0 0 0 TRUE "a"
"228" 528 575.539567696566 32.3466667175293 15 TRUE "a"
"229" 528 0 25.5293682074329 5 TRUE "a"
"230" 529 362.890149759392 27.833333545261 9 TRUE "a"
"231" 529 0 9.19999980926514 1 TRUE "a"
"232" 530 91.1786737934572 8.77829593924307 5 TRUE NA
"233" 590 0 31.5999994277954 4 TRUE NA
"234" 590 0 0 1 TRUE NA
"235" 590 0 12.4571213831356 2 TRUE NA
"236" 590 0 32.0494142151138 7 TRUE NA
"239" 593 0 25.25 2 TRUE "b"
"240" 593 0 17.274592983774 2 TRUE "b"
"241" 593 59.984524643304 11.5000002384186 4 TRUE "b"
"242" 593 0 36.5019643084037 8 TRUE "b"
"243" 594 0 16.8333333333333 9 TRUE NA
"244" 594 0 0 0 TRUE NA
"245" 594 0 30.796858036559 2 TRUE NA
"246" 594 0 22.6 5 TRUE NA
"247" 595 468.780383867436 27.208917500706 9 TRUE "b"
"248" 595 0 30.8952632576337 10 TRUE "b"
"249" 595 241.668872033394 33.0384198000058 8 TRUE "b"
"250" 597 0 14.5524483043912 12 TRUE NA
"251" 597 0 24.1513174048246 10 TRUE NA
"252" 599 257.143045934447 29.1899997711182 10 TRUE NA
"253" 599 0 28.8154030280768 4 TRUE NA
"254" 599 191.441619566294 37.5666669209798 9 TRUE NA
"255" 599 56.9238632260285 31.5999997456868 3 TRUE NA
"256" 600 0 27.1999997033013 9 TRUE "b"
"257" 600 0 25.0790504611461 6 TRUE "b"
"258" 600 0 23.8142224816938 6 TRUE "b"
"259" 600 24.5364659488934 24.9444445504083 9 TRUE "b"
"263" 602 0 29.0428570338658 7 TRUE NA
"264" 602 59.8006023718085 25.7801759348129 6 TRUE NA
"265" 602 229.708190718219 22.2300001144409 10 TRUE NA
"266" 603 0 9.60000038146973 1 TRUE NA
"267" 603 0 0 1 TRUE NA
"268" 604 65.3238226101857 26.7512382723243 2 TRUE "a"
"269" 604 226.352858734788 25.3615382267879 13 TRUE "a"
"270" 604 106.828239168267 22.8999996185303 7 TRUE "a"
"271" 604 517.166834838577 32.5575037726662 14 TRUE "a"
"272" 606 165.873005223818 32.29230763362 13 TRUE "a"
"273" 606 49.9417663454274 26.6727272380482 11 TRUE "a"
"274" 606 127.82687189235 27.5666664971246 9 TRUE "a"
"275" 606 82.1416872695281 30.650000333786 8 TRUE "a"
"276" 607 302.196472979319 13.9750000635783 12 TRUE "a"
"277" 607 11.3437837887764 22.5244412369383 6 TRUE "a"
"278" 607 221.08108404872 28.0973274937207 3 TRUE "a"
"279" 611 0 26.6041281897188 11 TRUE NA
"280" 611 0 22.3642990928967 9 TRUE NA
"281" 612 0 25.3999999364217 6 TRUE NA
"282" 613 0 21.1875 8 TRUE "a"
"283" 613 0 36.7384188252031 5 TRUE "a"
"284" 613 634.103842487141 33.1153746728037 13 TRUE "a"
"285" 613 0 17.099999836513 7 TRUE "a"
"286" 614 0 38.0781899479621 10 TRUE NA
"287" 615 9.96767381203927 6.85804851919144 2 TRUE "b"
"288" 615 433.603464835498 22.8893360723872 10 TRUE "b"
"289" 617 0 19.4499998092651 2 TRUE NA
"290" 617 104.532145990746 15.8428572246007 7 TRUE NA
"291" 617 533.497870966096 27.810000038147 10 TRUE NA
"292" 617 0 27.2375001907349 8 TRUE NA
"293" 619 0 26.6799999237061 10 TRUE "a"
"294" 619 154.774897196843 29.0117969065106 8 TRUE "a"
"295" 619 0 26.0515629713236 7 TRUE "a"
"296" 620 0 21.1011544234369 5 TRUE NA
"297" 620 0 0 0 TRUE NA
"298" 620 0 30.1378401578139 3 TRUE NA
"299" 628 0 24.3007834959772 6 TRUE NA
"300" 630 51.7575533084314 26.5165169232247 6 TRUE NA
"301" 630 0 26.8857141222273 7 TRUE NA
"302" 630 378.384497681081 23.7666668362088 9 TRUE NA
"303" 630 0 25.1400005340576 5 TRUE NA
"304" 632 0 31.6444447835286 9 TRUE "b"
"305" 632 70.6673233268602 28.935292867571 12 TRUE "b"
"306" 632 0 36.1909087787975 11 TRUE "b"
"307" 632 0 36.9214787070553 7 TRUE "b"
"309" 634 485.547951728282 34.710919542626 13 TRUE "a"
"310" 637 0 0 0 TRUE NA
"311" 637 0 27.4983689491107 7 TRUE NA
"312" 637 0 7 1 TRUE NA
"313" 639 89.2762690762959 14.2138652933028 11 TRUE "b"
"314" 639 665.933163619823 33.9545453678478 11 TRUE "b"
"315" 640 0 11.1999998092651 1 TRUE "b"
"316" 643 794.535049410304 32.8142860957554 14 TRUE "b"
"317" 643 488.593151047373 34.109090978449 11 TRUE "b"
"318" 643 268.482713495368 22 9 TRUE "b"
"319" 643 523.940057683834 29.3899997711182 10 TRUE "b"
"320" 662 0 22.5181817141446 11 TRUE "a"
"321" 662 0 20.9999998807907 8 TRUE "a"
"322" 663 0 28.0666670799255 12 TRUE NA
"323" 665 0 20.6799999237061 5 TRUE NA
"324" 665 0 22.715384556697 13 TRUE NA
"325" 665 0 29.4999998266047 11 TRUE NA
"326" 665 0 28.2066689336266 11 TRUE NA
"327" 668 0 8.89999980926514 5 TRUE NA
"328" 668 0 37.6999994913737 3 TRUE NA
"329" 668 0 30.5943353689783 4 TRUE NA
"330" 668 0 33.8984848322771 11 TRUE NA
"335" 670 58.2509458261538 34.1285716465541 7 TRUE NA
"336" 670 0 33.7375824006117 9 TRUE NA
"337" 670 0 20.4678354321582 6 TRUE NA
"338" 670 0 29.4777776930067 9 TRUE NA
"339" 671 18.4415580729303 32.4500001907349 10 TRUE "b"
"340" 671 0 25.9876200684258 7 TRUE "b"
"341" 671 74.6383495842992 32.2166668574015 6 TRUE "b"
"342" 671 0 32.7249997456869 12 TRUE "b"
"343" 675 0 20.8065251458919 9 TRUE "a"
"344" 675 0 27.3166666030884 6 TRUE "a"
"345" 676 0 27.3692130337245 7 TRUE "a"
"346" 676 91.9093266466516 21.7000002179827 7 TRUE "a"
"347" 676 0 12 2 TRUE "a"
"348" 677 75.1269049324874 35.25 4 TRUE "a"
"349" 677 0 29.2249999046326 4 TRUE "a"
"350" 677 0 37.8852904104417 6 TRUE "a"
"351" 678 401.011420059039 30.9811327536744 6 TRUE NA
"352" 678 0 0 0 TRUE NA
"353" 678 174.659048084653 16.692799828188 5 TRUE NA
"354" 678 564.384652034277 27.483333269755 12 TRUE NA
"355" 680 0 11.9406827496409 10 TRUE NA
"360" 682 277.952217411117 27.2124999761581 8 TRUE "b"
"361" 683 77.1502689313456 29.211111386617 18 TRUE NA
"362" 683 572.051988818835 28.618962956332 12 TRUE NA
"363" 683 448.779325269064 21.9642855780465 14 TRUE NA
"364" 684 300.648011311529 31.0714282989502 7 TRUE "b"
"365" 684 204.425369918971 34.1153341905596 12 TRUE "b"
"366" 684 159.065198922496 27.0485148312967 6 TRUE "b"
"367" 684 0 40.4544040192701 5 TRUE "b"
"368" 687 0 11.860000038147 5 TRUE "a"
"369" 687 369.50540670871 25.8125834637577 11 TRUE "a"
"373" 692 0 28.285640027716 13 TRUE "b"
"374" 693 0 18.8999996185303 1 TRUE "a"
"375" 693 396.464784628966 19.5714284351894 14 TRUE "a"
"376" 693 297.145370951188 26.2017322568879 12 TRUE "a"
"377" 693 139.207131507562 22.3552272451371 9 TRUE "a"
"378" 694 58.6213822528725 27.1580919510544 11 TRUE "b"
"379" 694 128.291184211528 36.5333337148031 15 TRUE "b"
"380" 694 677.55692905705 38.8933331807454 15 TRUE "b"
"381" 694 70.9089467721351 28.9134736205584 10 TRUE "b"
"382" 695 0 19.2227506111597 7 TRUE NA
"383" 695 0 25.3799999237061 10 TRUE NA
"384" 695 74.9724311362224 27.2133444745951 9 TRUE NA
"385" 696 367.256274360438 32.6333335240682 12 TRUE "a"
"386" 696 132.32337182081 29.9589456320446 7 TRUE "a"
"387" 696 0 36.6020014432172 6 TRUE "a"
"388" 696 268.514554141193 38.9732277690838 12 TRUE "a"
"389" 697 750.838421151406 35.8000001907349 12 TRUE NA
"390" 697 0 34.9500005245209 8 TRUE NA
"391" 697 105.182646849007 38.4200000762939 10 TRUE NA
"392" 698 164.371167192879 26.5621517131536 16 TRUE NA
"393" 699 0 25.3981200297818 8 TRUE NA
"394" 699 0 35.4076925424429 13 TRUE NA
"395" 699 474.125983111223 39.5033540671988 12 TRUE NA
"396" 699 535.538874282088 35.4091641743158 12 TRUE NA
"397" 701 0 0 0 TRUE NA
"398" 701 0 7.79999987284342 3 TRUE NA
"399" 706 51.3700900319639 19.1630594524794 6 TRUE NA
"400" 706 67.158069233461 25.2610928902521 5 TRUE NA
"401" 708 526.358337848868 25.4274466524717 11 TRUE "b"
"402" 716 0 34.9500007629395 2 TRUE "a"
"403" 716 638.309379403393 38.0521532234598 10 TRUE "a"
"404" 716 662.733235498959 37.3307694655198 13 TRUE "a"
"405" 717 250.629055795012 28.4297100325855 21 TRUE NA
"406" 717 793.671023603721 41.9500001271566 12 TRUE NA
"407" 717 985.997018310618 38.1299797709153 12 TRUE NA
"408" 718 746.38734651435 35.3966541848534 15 TRUE NA
"409" 718 0 35.2999992370605 1 TRUE NA
"410" 718 719.971468499059 32.1499999761581 16 TRUE NA
"411" 718 402.815135677275 29.2021933987198 13 TRUE NA
"416" 721 9.19226925101174 6.69999980926514 1 TRUE NA
"417" 725 924.725738960233 33.9500002861023 16 TRUE NA
"418" 725 668.269348875429 25.5714288439069 14 TRUE NA
"419" 731 191.576350636914 21.9799995422363 5 TRUE NA
"420" 732 501.588237150481 31.0446016746061 9 TRUE NA
"421" 733 589.429992974966 37.5710042206642 9 TRUE "a"
"422" 733 753.817597627089 37.1739475837879 12 TRUE "a"
"423" 733 1209.36322582632 35.4170431234772 12 TRUE "a"
"424" 786 0 38.0244468530119 9 TRUE "a"
"425" 786 0 0 1 TRUE "a"
"426" 789 640.444482685069 24.865047307593 11 TRUE "a"
"427" 789 0 31.8902659428041 3 TRUE "a"
"428" 790 0 14.9499998092651 2 TRUE NA
"429" 790 0 36.1999996730259 7 TRUE NA
"430" 790 0 41.1699996948242 10 TRUE NA
"431" 790 136.693528740057 26.8480056697449 14 TRUE NA
"432" 791 0 38.526366229185 15 TRUE NA
"433" 791 0 35.5011058050427 9 TRUE NA
"434" 791 0 16.1333328882853 3 TRUE NA
"435" 791 0 34.4769231356107 13 TRUE NA
"436" 793 43.5128194710776 19 1 TRUE "a"
"437" 793 100.222558932503 30.9074104746972 14 TRUE "a"
"438" 794 0 16.8666025385101 13 TRUE "a"
"439" 794 0 21.8838558280395 6 TRUE "a"
"440" 794 0 13.6000003814697 1 TRUE "a"
"441" 794 1149.04801777272 33.7825428201521 18 TRUE "a"
"442" 795 632.251435169017 29.1756489304128 12 TRUE NA
"443" 795 267.802050778735 30.8758701275661 10 TRUE NA
"444" 795 261.488198196608 19.1714286804199 7 TRUE NA
"445" 795 0 38.2499993642171 6 TRUE NA
"446" 796 0 35.2280885589944 6 TRUE "b"
"447" 796 307.955989736773 28.2833331425985 6 TRUE "b"
"448" 796 56.5768255922703 24.3999998569489 8 TRUE "b"
"449" 796 0 8.83333333333333 3 TRUE "b"
"450" 797 161.362915784835 31.4297676319135 9 TRUE "b"
"451" 797 54.8350544522642 13.6999998092651 2 TRUE "b"
"452" 797 214.334612810615 19.4875001907349 8 TRUE "b"
"453" 797 19.8905789103078 9.73333358764648 3 TRUE "b"
"454" 798 0 12.0500001907349 4 TRUE "a"
"455" 798 221.693951627064 30.4166666666667 6 TRUE "a"
"456" 798 0 27.9268892420427 16 TRUE "a"
"457" 798 555.886399291858 20.614285673414 14 TRUE "a"
"458" 800 0 38.1000001089914 7 TRUE NA
"459" 800 0 35.6 5 TRUE NA
"460" 800 0 0 1 TRUE NA
"464" 803 431.296138661287 26.6133332570394 15 TRUE "b"
"465" 803 234.351991652168 33.9999998092651 10 TRUE "b"
"466" 803 60.2512525560827 22.2000000874201 12 TRUE "b"
"467" 803 46.4551136443515 26.1750001907349 8 TRUE "b"
"468" 804 105.389567213954 23.868990219162 7 TRUE "a"
"469" 804 257.153324716788 21.6011034384397 6 TRUE "a"
"470" 804 0 19.7007689284486 15 TRUE "a"
"471" 804 0 31.6636362942782 11 TRUE "a"
"472" 805 424.918663417697 20.1914635286661 11 TRUE NA
"473" 805 700.962348280696 24.9289509107451 11 TRUE NA
"474" 805 225.935035513947 21.75 8 TRUE NA
"475" 805 655.663167805693 21.0013503562655 13 TRUE NA
"476" 808 284.914793214358 24.2823528401992 17 TRUE NA
"477" 808 359.367326929124 22.5461576700412 10 TRUE NA
"478" 808 43.65522792825 30.3473129622876 13 TRUE NA
"479" 809 39.3689106963975 27.2 10 TRUE "a"
"480" 809 60.849149966707 35.4899997711182 10 TRUE "a"
"481" 809 428.927198074588 26.7431434413154 14 TRUE "a"
"482" 809 130.394428987336 21.0018448228989 14 TRUE "a"
"483" 812 0 11.1000003814697 1 TRUE "b"
"484" 812 779.911834479946 30.9555555979411 18 TRUE "b"
"485" 812 0 13.8999999364217 3 TRUE "b"
"486" 816 248.082068247577 20.1712595133005 6 TRUE NA
"487" 816 238.366120243028 27.8532536266988 11 TRUE NA
"488" 816 248.803452743717 17.450000166893 8 TRUE NA
"489" 816 0 17.2062078763769 2 TRUE NA
"490" 818 0 22.4500001907349 10 TRUE "a"
"491" 818 0 22.8617253594888 6 TRUE "a"
"492" 823 241.96772337759 28.8375000953674 8 TRUE "b"
"493" 823 128.697582724361 41.1333338419596 3 TRUE "b"
"494" 823 0 34.410000038147 10 TRUE "b"
"495" 823 261.102364832893 21.6750001311302 16 TRUE "b"
"496" 824 52.491540684855 28.33571434021 14 TRUE NA
"497" 824 204.211751764838 34.998990292899 3 TRUE NA
"498" 824 0 37.5 8 TRUE NA
"499" 824 42.9029737032306 31.4257158432916 17 TRUE NA
"500" 825 344.572533679869 16.4692305784959 13 TRUE NA
"501" 830 0 21.9798644445772 15 TRUE NA
"502" 830 0 25.1992439984659 8 TRUE NA
"503" 830 0 18.2857144219535 7 TRUE NA
"504" 830 0 26.0142860412598 7 TRUE NA
"505" 831 0 25.0307692014254 13 TRUE "b"
"506" 834 0 25.6676080073741 9 TRUE NA
"507" 834 0 30.0705330759383 8 TRUE NA
"508" 836 0 28.4759030864161 10 TRUE NA
"509" 836 154.38742696949 31.8714286259242 14 TRUE NA
"510" 836 0 16.8999996185303 1 TRUE NA
"511" 838 251.816956727513 22.5054604102975 7 TRUE NA
"512" 838 0 29.0637133455792 3 TRUE NA
"513" 838 183.018504637208 33.6615386376014 13 TRUE NA
"514" 838 213.794682298167 28.0454548922452 11 TRUE NA
"515" 839 602.829983902447 30.3454548228871 11 TRUE NA
"516" 839 766.588076314556 22.7861365824927 12 TRUE NA
"517" 841 8.93207459253802 16.5283159899192 3 TRUE "b"
"518" 842 0 32.7750005722046 8 TRUE "b"
"519" 845 768.825918864283 23.7319633280542 17 TRUE NA
"520" 845 234.583459339565 23.8591510116699 17 TRUE NA
"521" 846 549.513665410642 30.3818182511763 11 TRUE NA
"522" 846 297.467663363227 17.2222222222222 9 TRUE NA
"523" 849 644.810646744597 23.6863571604025 13 TRUE NA
"524" 850 169.584243422163 30.25 8 TRUE NA
"525" 850 221.992272549555 30.7222222222222 9 TRUE NA
"526" 851 47.3393994280053 7.41428565979004 7 TRUE NA
"527" 851 0 8.60000038146973 1 TRUE NA
"528" 852 994.633877899719 35.0546580142852 16 TRUE NA
"529" 852 791.122882829611 31.1444443596734 18 TRUE NA
"530" 852 0 0 0 TRUE NA
"531" 852 387.089578758581 31.1090904582631 11 TRUE NA
"532" 856 946.456189792132 39.6714286804199 14 TRUE "a"
"533" 858 165.289000427026 18.9 5 TRUE NA
"534" 858 429.040521223453 20.6166667143504 12 TRUE NA
"535" 859 159.171175975349 17.3599215021297 5 TRUE "a"
"536" 859 0 6.88333328564962 6 TRUE "a"
"537" 859 0 12.0500001907349 2 TRUE "a"
"538" 863 412.336151487024 35.1650744472018 7 TRUE "b"
"539" 863 735.501098855674 30.7182387380945 16 TRUE "b"
"540" 863 153.935266871284 25.9400001525879 5 TRUE "b"
"541" 863 621.470022670377 33.4650804393827 12 TRUE "b"
"542" 864 541.976283631587 40.387499332428 8 TRUE "a"
"543" 864 16.7413918050188 8 1 TRUE "a"
"544" 864 367.181655872794 26.7643529411467 6 TRUE "a"
"545" 864 944.922314135953 32.2647061067469 18 TRUE "a"
"546" 880 0 38.9888886345757 9 TRUE "b"
"547" 880 0 34.9406139169342 4 TRUE "b"
"548" 880 0 39.3184381915878 4 TRUE "b"
"549" 880 0 28.363636190241 11 TRUE "b"
"550" 881 341.335755409531 31.959926106277 8 TRUE NA
"551" 881 556.608341129012 27.9545458013361 11 TRUE NA
